code,age,value,iso_code
32,47,10102,CZ032
32,48,9127,CZ032
32,49,8381,CZ032
32,50,8131,CZ032
32,51,7865,CZ032
32,52,7367,CZ032
32,53,7353,CZ032
32,54,7621,CZ032
32,55,7655,CZ032
32,56,8084,CZ032
32,57,7670,CZ032
32,58,6845,CZ032
32,59,6847,CZ032
32,60,6573,CZ032
32,61,6562,CZ032
32,62,6935,CZ032
32,63,7417,CZ032
32,64,7693,CZ032
32,65,7907,CZ032
32,66,7675,CZ032
32,67,7804,CZ032
32,68,7781,CZ032
32,69,7241,CZ032
32,70,7103,CZ032
32,71,6900,CZ032
32,72,6964,CZ032
32,73,7146,CZ032
32,74,6657,CZ032
32,75,5352,CZ032
32,76,5379,CZ032
32,77,4929,CZ032
32,78,4235,CZ032
32,79,3805,CZ032
32,80,3536,CZ032
32,81,3035,CZ032
32,82,2721,CZ032
32,83,2310,CZ032
32,84,2129,CZ032
32,85,1931,CZ032
32,86,1777,CZ032
32,87,1488,CZ032
32,88,1334,CZ032
32,89,1151,CZ032
32,90,973,CZ032
32,91,713,CZ032
32,92,482,CZ032
32,93,391,CZ032
32,94,256,CZ032
32,95,199,CZ032
32,96,123,CZ032
32,97,98,CZ032
32,98,40,CZ032
32,99,30,CZ032
32,100,40,CZ032
41,0,2658,CZ041
41,1,2791,CZ041
41,2,2724,CZ041
41,3,2697,CZ041
41,4,2838,CZ041
41,5,2750,CZ041
41,6,2756,CZ041
41,7,2819,CZ041
41,8,2759,CZ041
41,9,2899,CZ041
41,10,3297,CZ041
41,11,3428,CZ041
41,12,3504,CZ041
41,13,3405,CZ041
41,14,3193,CZ041
41,15,2861,CZ041
41,16,2687,CZ041
41,17,2712,CZ041
41,18,2797,CZ041
41,19,2718,CZ041
41,20,2723,CZ041
41,21,2606,CZ041
41,22,2732,CZ041
41,23,2624,CZ041
41,24,2680,CZ041
41,25,2892,CZ041
41,26,3268,CZ041
41,27,3497,CZ041
41,28,3399,CZ041
41,29,3646,CZ041
41,30,3698,CZ041
41,31,3716,CZ041
41,32,3775,CZ041
41,33,3780,CZ041
41,34,3800,CZ041
41,35,3860,CZ041
41,36,3840,CZ041
41,37,3742,CZ041
41,38,3851,CZ041
41,39,3775,CZ041
41,40,4040,CZ041
41,41,4531,CZ041
41,42,4676,CZ041
41,43,4727,CZ041
41,44,5094,CZ041
41,45,5349,CZ041
41,46,5344,CZ041
41,47,5114,CZ041
41,48,4654,CZ041
41,49,4352,CZ041
41,50,4271,CZ041
41,51,4158,CZ041
41,52,3983,CZ041
41,53,3937,CZ041
41,54,3914,CZ041
41,55,4153,CZ041
41,56,4219,CZ041
41,57,4126,CZ041
41,58,3686,CZ041
41,59,3440,CZ041
41,60,3577,CZ041
41,61,3416,CZ041
41,62,3664,CZ041
41,63,3897,CZ041
41,64,4008,CZ041
41,65,3907,CZ041
41,66,3915,CZ041
41,67,4080,CZ041
41,68,3806,CZ041
41,69,4012,CZ041
41,70,3890,CZ041
41,71,3650,CZ041
41,72,3738,CZ041
41,73,3720,CZ041
41,74,3113,CZ041
41,75,2414,CZ041
41,76,2444,CZ041
41,77,2252,CZ041
41,78,1975,CZ041
41,79,1917,CZ041
41,80,1920,CZ041
41,81,1614,CZ041
41,82,1330,CZ041
41,83,1156,CZ041
41,84,1028,CZ041
41,85,895,CZ041
41,86,833,CZ041
41,87,657,CZ041
41,88,594,CZ041
41,89,470,CZ041
41,90,391,CZ041
41,91,305,CZ041
41,92,252,CZ041
41,93,156,CZ041
41,94,111,CZ041
41,95,72,CZ041
41,96,63,CZ041
41,97,44,CZ041
41,98,25,CZ041
41,99,13,CZ041
41,100,22,CZ041
42,0,7895,CZ042
42,1,8070,CZ042
42,2,8094,CZ042
42,3,8446,CZ042
42,4,8352,CZ042
42,5,8447,CZ042
42,6,8421,CZ042
42,7,8236,CZ042
42,8,8294,CZ042
42,9,8589,CZ042
42,10,9465,CZ042
42,11,9790,CZ042
42,12,10207,CZ042
42,13,9874,CZ042
42,14,8976,CZ042
42,15,8539,CZ042
42,16,8359,CZ042
42,17,8195,CZ042
42,18,7975,CZ042
42,19,7924,CZ042
42,20,7795,CZ042
42,21,7550,CZ042
42,22,7673,CZ042
42,23,7615,CZ042
42,24,7757,CZ042
42,25,8144,CZ042
42,26,9110,CZ042
42,27,10132,CZ042
42,28,9888,CZ042
42,29,10330,CZ042
42,30,10200,CZ042
42,31,10110,CZ042
42,32,10591,CZ042
42,33,10495,CZ042
42,34,10570,CZ042
42,35,10658,CZ042
42,36,10683,CZ042
42,37,10782,CZ042
42,38,11119,CZ042
42,39,11137,CZ042
42,40,11588,CZ042
42,41,13148,CZ042
42,42,13492,CZ042
42,43,13586,CZ042
42,44,14306,CZ042
42,45,14811,CZ042
42,46,15220,CZ042
42,47,14339,CZ042
42,48,13156,CZ042
42,49,12225,CZ042
42,50,11726,CZ042
42,51,11064,CZ042
42,52,10458,CZ042
42,53,10449,CZ042
42,54,10544,CZ042
42,55,11006,CZ042
42,56,11408,CZ042
42,57,10994,CZ042
42,58,9470,CZ042
42,59,8996,CZ042
42,60,8853,CZ042
42,61,8722,CZ042
42,62,9558,CZ042
42,63,10159,CZ042
42,64,10286,CZ042
42,65,10424,CZ042
42,66,10573,CZ042
42,67,10379,CZ042
42,68,10591,CZ042
42,69,10809,CZ042
42,70,10717,CZ042
42,71,10271,CZ042
42,72,10439,CZ042
42,73,10597,CZ042
42,74,9311,CZ042
42,75,6540,CZ042
42,76,6774,CZ042
42,77,6166,CZ042
42,78,5397,CZ042
42,79,4908,CZ042
42,80,4599,CZ042
42,81,3832,CZ042
42,82,3149,CZ042
42,83,2789,CZ042
42,84,2449,CZ042
42,85,2264,CZ042
42,86,1926,CZ042
42,87,1672,CZ042
42,88,1457,CZ042
42,89,1228,CZ042
42,90,976,CZ042
42,91,722,CZ042
42,92,595,CZ042
42,93,423,CZ042
42,94,327,CZ042
42,95,202,CZ042
42,96,175,CZ042
42,97,108,CZ042
42,98,68,CZ042
42,99,46,CZ042
42,100,50,CZ042
51,0,4548,CZ051
51,1,4630,CZ051
51,2,4705,CZ051
51,3,4772,CZ051
51,4,4968,CZ051
51,5,4734,CZ051
51,6,4524,CZ051
51,7,4650,CZ051
51,8,4621,CZ051
51,9,4681,CZ051
51,10,5249,CZ051
51,11,5370,CZ051
51,12,5434,CZ051
51,13,5169,CZ051
51,14,4633,CZ051
51,15,4285,CZ051
51,16,4349,CZ051
51,17,4089,CZ051
51,18,4153,CZ051
51,19,4052,CZ051
51,20,4149,CZ051
51,21,4079,CZ051
51,22,4122,CZ051
51,23,4070,CZ051
51,24,4175,CZ051
51,25,4359,CZ051
51,26,4734,CZ051
51,27,5395,CZ051
51,28,5437,CZ051
51,29,5545,CZ051
51,30,5687,CZ051
51,31,5606,CZ051
51,32,5781,CZ051
51,33,5813,CZ051
51,34,5655,CZ051
51,35,5813,CZ051
51,36,5815,CZ051
51,37,5966,CZ051
51,38,6036,CZ051
51,39,6068,CZ051
51,40,6512,CZ051
51,41,7059,CZ051
51,42,7502,CZ051
51,43,7451,CZ051
51,44,7973,CZ051
51,45,7941,CZ051
51,46,8270,CZ051
51,47,7757,CZ051
51,48,6811,CZ051
51,49,6555,CZ051
51,50,6190,CZ051
51,51,5782,CZ051
51,52,5477,CZ051
51,53,5320,CZ051
51,54,5483,CZ051
51,55,5597,CZ051
51,56,5904,CZ051
51,57,5626,CZ051
51,58,4952,CZ051
51,59,4743,CZ051
51,60,4705,CZ051
51,61,4477,CZ051
51,62,4940,CZ051
51,63,5247,CZ051
51,64,5462,CZ051
51,65,5416,CZ051
51,66,5559,CZ051
51,67,5661,CZ051
51,68,5961,CZ051
51,69,5914,CZ051
51,70,5922,CZ051
51,71,5536,CZ051
51,72,5724,CZ051
51,73,5877,CZ051
51,74,5151,CZ051
51,75,3807,CZ051
51,76,3805,CZ051
51,77,3592,CZ051
51,78,2943,CZ051
51,79,2693,CZ051
51,80,2494,CZ051
51,81,2173,CZ051
51,82,1810,CZ051
51,83,1567,CZ051
51,84,1423,CZ051
51,85,1267,CZ051
51,86,1231,CZ051
51,87,1082,CZ051
51,88,949,CZ051
51,89,767,CZ051
51,90,669,CZ051
51,91,521,CZ051
51,92,354,CZ051
51,93,305,CZ051
51,94,222,CZ051
51,95,150,CZ051
51,96,110,CZ051
51,97,69,CZ051
51,98,44,CZ051
51,99,27,CZ051
51,100,24,CZ051
52,0,5510,CZ052
52,1,5493,CZ052
52,2,5695,CZ052
52,3,5638,CZ052
52,4,5570,CZ052
52,5,5527,CZ052
52,6,5497,CZ052
52,7,5487,CZ052
52,8,5452,CZ052
52,9,5457,CZ052
52,10,6068,CZ052
52,11,6348,CZ052
52,12,6387,CZ052
52,13,6310,CZ052
52,14,5684,CZ052
52,15,5466,CZ052
52,16,5201,CZ052
52,17,5099,CZ052
52,18,4966,CZ052
52,19,4979,CZ052
52,20,5073,CZ052
52,21,5051,CZ052
52,22,5096,CZ052
52,23,5199,CZ052
52,24,5111,CZ052
52,25,5378,CZ052
52,26,5779,CZ052
52,27,6594,CZ052
52,28,6642,CZ052
52,29,7000,CZ052
52,30,6739,CZ052
52,31,6799,CZ052
52,32,6888,CZ052
52,33,6828,CZ052
52,34,6849,CZ052
52,35,7101,CZ052
52,36,7054,CZ052
52,37,6959,CZ052
52,38,7089,CZ052
52,39,7120,CZ052
52,40,7642,CZ052
52,41,8408,CZ052
52,42,8900,CZ052
52,43,9110,CZ052
52,44,9602,CZ052
52,45,9542,CZ052
52,46,9842,CZ052
52,47,9173,CZ052
52,48,8356,CZ052
52,49,8008,CZ052
52,50,7648,CZ052
52,51,7380,CZ052
52,52,6946,CZ052
52,53,6837,CZ052
52,54,6877,CZ052
52,55,7136,CZ052
52,56,7341,CZ052
52,57,7118,CZ052
52,58,6447,CZ052
52,59,6172,CZ052
52,60,6003,CZ052
52,61,6132,CZ052
52,62,6463,CZ052
52,63,6986,CZ052
52,64,7381,CZ052
52,65,7525,CZ052
52,66,7482,CZ052
52,67,7359,CZ052
52,68,7471,CZ052
52,69,7361,CZ052
52,70,7377,CZ052
52,71,6854,CZ052
52,72,7026,CZ052
52,73,7113,CZ052
52,74,6606,CZ052
52,75,5293,CZ052
52,76,5335,CZ052
52,77,5068,CZ052
52,78,4066,CZ052
52,79,3754,CZ052
52,80,3491,CZ052
52,81,2926,CZ052
52,82,2653,CZ052
52,83,2342,CZ052
52,84,2156,CZ052
52,85,1941,CZ052
52,86,1782,CZ052
52,87,1654,CZ052
52,88,1413,CZ052
52,89,1248,CZ052
52,90,1126,CZ052
52,91,759,CZ052
52,92,604,CZ052
52,93,447,CZ052
52,94,312,CZ052
52,95,236,CZ052
52,96,124,CZ052
52,97,94,CZ052
52,98,71,CZ052
52,99,49,CZ052
52,100,52,CZ052
53,0,5438,CZ053
53,1,5688,CZ053
53,2,5550,CZ053
53,3,5406,CZ053
53,4,5638,CZ053
53,5,5350,CZ053
53,6,5474,CZ053
53,7,5233,CZ053
53,8,5478,CZ053
53,9,5372,CZ053
53,10,5871,CZ053
53,11,5845,CZ053
53,12,5976,CZ053
53,13,5866,CZ053
53,14,5434,CZ053
53,15,5065,CZ053
53,16,4960,CZ053
53,17,4800,CZ053
53,18,4811,CZ053
53,19,4706,CZ053
53,20,4815,CZ053
53,21,4954,CZ053
53,22,5022,CZ053
53,23,5073,CZ053
53,24,4994,CZ053
53,25,5303,CZ053
53,26,5793,CZ053
53,27,6548,CZ053
53,28,6680,CZ053
53,29,6822,CZ053
53,30,6805,CZ053
53,31,6553,CZ053
53,32,6975,CZ053
53,33,6843,CZ053
53,34,6754,CZ053
53,35,7013,CZ053
53,36,6938,CZ053
53,37,6827,CZ053
53,38,7068,CZ053
53,39,7141,CZ053
53,40,7508,CZ053
53,41,8438,CZ053
53,42,8666,CZ053
53,43,8933,CZ053
53,44,9139,CZ053
53,45,9315,CZ053
53,46,9327,CZ053
53,47,8852,CZ053
53,48,8015,CZ053
53,49,7450,CZ053
53,50,7112,CZ053
53,51,6911,CZ053
53,52,6416,CZ053
53,53,6456,CZ053
53,54,6350,CZ053
53,55,6733,CZ053
53,56,6868,CZ053
53,57,6660,CZ053
53,58,6164,CZ053
53,59,5973,CZ053
53,60,5747,CZ053
53,61,5677,CZ053
53,62,6145,CZ053
53,63,6624,CZ053
53,64,6864,CZ053
53,65,6851,CZ053
53,66,6825,CZ053
53,67,6751,CZ053
53,68,6853,CZ053
53,69,6650,CZ053
53,70,6372,CZ053
53,71,5977,CZ053
53,72,6044,CZ053
53,73,6117,CZ053
53,74,5967,CZ053
53,75,4463,CZ053
53,76,4571,CZ053
53,77,4182,CZ053
53,78,3593,CZ053
53,79,3364,CZ053
53,80,3159,CZ053
53,81,2756,CZ053
53,82,2363,CZ053
53,83,2129,CZ053
53,84,1968,CZ053
53,85,1779,CZ053
53,86,1669,CZ053
53,87,1479,CZ053
53,88,1393,CZ053
53,89,1134,CZ053
53,90,871,CZ053
53,91,675,CZ053
53,92,510,CZ053
53,93,367,CZ053
53,94,283,CZ053
53,95,178,CZ053
53,96,130,CZ053
53,97,95,CZ053
53,98,51,CZ053
53,99,27,CZ053
53,100,35,CZ053
63,0,5325,CZ063
63,1,5457,CZ063
63,2,5379,CZ063
63,3,5365,CZ063
63,4,5250,CZ063
63,5,5155,CZ063
63,6,5292,CZ063
63,7,4879,CZ063
63,8,5178,CZ063
63,9,5046,CZ063
63,10,5442,CZ063
63,11,5501,CZ063
63,12,5695,CZ063
63,13,5511,CZ063
63,14,5176,CZ063
63,15,5135,CZ063
63,16,4844,CZ063
63,17,4764,CZ063
63,18,4731,CZ063
63,19,4564,CZ063
63,20,4761,CZ063
63,21,4643,CZ063
63,22,4940,CZ063
63,23,4960,CZ063
63,24,4924,CZ063
63,25,5290,CZ063
63,26,5793,CZ063
63,27,6561,CZ063
63,28,6374,CZ063
63,29,6478,CZ063
63,30,6632,CZ063
63,31,6316,CZ063
63,32,6449,CZ063
63,33,6277,CZ063
63,34,6512,CZ063
63,35,6701,CZ063
63,36,6520,CZ063
63,37,6640,CZ063
63,38,6762,CZ063
63,39,6753,CZ063
63,40,7206,CZ063
63,41,7643,CZ063
63,42,7953,CZ063
63,43,8139,CZ063
63,44,8622,CZ063
63,45,8775,CZ063
63,46,8762,CZ063
63,47,8258,CZ063
63,48,7744,CZ063
63,49,7264,CZ063
63,50,6925,CZ063
63,51,6718,CZ063
63,52,6387,CZ063
63,53,6545,CZ063
63,54,6596,CZ063
63,55,6774,CZ063
63,56,7060,CZ063
63,57,6850,CZ063
63,58,6319,CZ063
63,59,6332,CZ063
63,60,6112,CZ063
63,61,6076,CZ063
63,62,6498,CZ063
63,63,6742,CZ063
63,64,6829,CZ063
63,65,6925,CZ063
63,66,6321,CZ063
63,67,6333,CZ063
63,68,6459,CZ063
63,69,6409,CZ063
63,70,6120,CZ063
63,71,5910,CZ063
63,72,5948,CZ063
63,73,6018,CZ063
63,74,5654,CZ063
63,75,4598,CZ063
63,76,4462,CZ063
63,77,4244,CZ063
63,78,3609,CZ063
63,79,3345,CZ063
63,80,3221,CZ063
63,81,2758,CZ063
63,82,2611,CZ063
63,83,2292,CZ063
63,84,2074,CZ063
63,85,1840,CZ063
63,86,1654,CZ063
63,87,1445,CZ063
63,88,1333,CZ063
63,89,1025,CZ063
63,90,849,CZ063
63,91,669,CZ063
63,92,521,CZ063
63,93,369,CZ063
63,94,269,CZ063
63,95,170,CZ063
63,96,113,CZ063
63,97,72,CZ063
63,98,47,CZ063
63,99,30,CZ063
63,100,31,CZ063
64,0,12873,CZ064
64,1,13388,CZ064
64,2,13621,CZ064
64,3,13559,CZ064
64,4,13281,CZ064
64,5,12925,CZ064
64,6,12948,CZ064
64,7,12492,CZ064
64,8,12248,CZ064
64,9,12332,CZ064
64,10,13067,CZ064
64,11,13217,CZ064
64,12,13263,CZ064
64,13,12553,CZ064
64,14,11653,CZ064
64,15,11119,CZ064
64,16,10689,CZ064
64,17,10182,CZ064
64,18,10438,CZ064
64,19,10221,CZ064
64,20,10042,CZ064
64,21,10020,CZ064
64,22,10232,CZ064
64,23,10356,CZ064
64,24,10589,CZ064
64,25,11359,CZ064
64,26,12923,CZ064
64,27,14872,CZ064
64,28,15000,CZ064
64,29,16093,CZ064
64,30,16111,CZ064
64,31,16134,CZ064
64,32,16717,CZ064
64,33,16618,CZ064
64,34,16915,CZ064
64,35,17638,CZ064
64,36,17644,CZ064
64,37,17446,CZ064
64,38,17814,CZ064
64,39,17665,CZ064
64,40,18453,CZ064
64,41,19965,CZ064
64,42,20061,CZ064
64,43,20568,CZ064
64,44,20811,CZ064
64,45,21074,CZ064
64,46,21032,CZ064
64,47,19577,CZ064
64,48,17517,CZ064
64,49,16517,CZ064
64,50,16032,CZ064
64,51,15480,CZ064
64,52,14807,CZ064
64,53,14615,CZ064
64,54,14907,CZ064
64,55,15375,CZ064
64,56,15872,CZ064
64,57,15173,CZ064
64,58,13704,CZ064
64,59,13527,CZ064
64,60,13152,CZ064
64,61,13119,CZ064
64,62,13761,CZ064
64,63,14873,CZ064
64,64,15201,CZ064
64,65,15061,CZ064
64,66,14727,CZ064
64,67,14547,CZ064
64,68,14616,CZ064
64,69,14403,CZ064
64,70,13864,CZ064
64,71,13128,CZ064
64,72,13340,CZ064
64,73,13494,CZ064
64,74,13399,CZ064
64,75,10374,CZ064
64,76,10556,CZ064
64,77,10079,CZ064
64,78,8855,CZ064
64,79,8179,CZ064
64,80,7408,CZ064
64,81,6106,CZ064
64,82,5622,CZ064
64,83,4900,CZ064
64,84,4424,CZ064
64,85,4080,CZ064
64,86,3618,CZ064
64,87,3333,CZ064
64,88,2905,CZ064
64,89,2515,CZ064
64,90,2187,CZ064
64,91,1664,CZ064
64,92,1303,CZ064
64,93,981,CZ064
64,94,710,CZ064
64,95,520,CZ064
64,96,366,CZ064
64,97,247,CZ064
64,98,165,CZ064
64,99,103,CZ064
64,100,118,CZ064
71,0,6551,CZ071
71,1,6362,CZ071
71,2,6605,CZ071
71,3,6621,CZ071
71,4,6628,CZ071
71,5,6462,CZ071
71,6,6325,CZ071
71,7,6325,CZ071
71,8,6255,CZ071
71,9,6210,CZ071
71,10,6936,CZ071
71,11,7210,CZ071
71,12,7252,CZ071
71,13,7027,CZ071
71,14,6490,CZ071
71,15,6159,CZ071
71,16,5868,CZ071
71,17,5858,CZ071
71,18,5654,CZ071
71,19,5755,CZ071
71,20,5511,CZ071
71,21,5589,CZ071
71,22,5731,CZ071
71,23,5729,CZ071
71,24,5712,CZ071
71,25,6021,CZ071
71,26,6919,CZ071
71,27,7584,CZ071
71,28,7710,CZ071
71,29,8116,CZ071
71,30,8253,CZ071
71,31,8049,CZ071
71,32,8132,CZ071
71,33,8028,CZ071
71,34,8006,CZ071
71,35,8132,CZ071
71,36,8093,CZ071
71,37,8103,CZ071
71,38,8458,CZ071
71,39,8757,CZ071
71,40,9144,CZ071
71,41,9930,CZ071
71,42,10410,CZ071
71,43,10612,CZ071
71,44,11112,CZ071
71,45,11335,CZ071
71,46,11336,CZ071
71,47,10497,CZ071
71,48,9621,CZ071
71,49,8948,CZ071
71,50,8420,CZ071
71,51,8316,CZ071
71,52,7879,CZ071
71,53,7927,CZ071
71,54,8018,CZ071
71,55,8372,CZ071
71,56,8457,CZ071
71,57,8367,CZ071
71,58,7437,CZ071
71,59,7477,CZ071
71,60,7480,CZ071
71,61,7290,CZ071
71,62,7739,CZ071
