kód,obec,kraj,počet obyv.,datum,datum-7,"dnes (ČR: 62,3)",dnes,dnes-7,změna,week_0,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,week_18,week_19,week_20,week_21,week_22,week_23,week_24,week_25,week_26,week_27,week_28,week_29,week_30,week_31,week_32,week_33,week_34,week_35,week_36,week_37,week_38,week_39,week_40,week_41,week_42,week_43,week_44,week_45,week_46,week_47,week_48,week_49,week_50,week_51,25.9.24,2.10.24,9.10.24,16.10.24,23.10.24,30.10.24,6.11.24,13.11.24,20.11.24,27.11.24,4.12.24,11.12.24,18.12.24,25.12.24,1.1.25,8.1.25,15.1.25,22.1.25,29.1.25,5.2.25,12.2.25,19.2.25,26.2.25,5.3.25,12.3.25,19.3.25,26.3.25,2.4.25,9.4.25,16.4.25,23.4.25,30.4.25,7.5.25,14.5.25,21.5.25,28.5.25,4.6.25,11.6.25,18.6.25,25.6.25,2.7.25,9.7.25,16.7.25,23.7.25,30.7.25,6.8.25,13.8.25,20.8.25,27.8.25,3.9.25,10.9.25,17.9.25,18.9.25,19.9.25,20.9.25,21.9.25,22.9.25,23.9.25,24.9.25
4106,Ostrov,41,26789,24. 9. 2025,17. 9. 2025,"563,7","563,7","552,5","11,2",92,96,100,94,96,93,89,87,84,84,79,80,80,80,79,82,83,81,80,80,78,78,80,78,78,78,78,80,78,78,78,78,78,78,79,80,79,78,79,78,78,78,78,78,78,78,78,78,80,82,84,94,"545,0","563,7","589,8","556,2","563,7","548,7","526,3","511,4","496,5","492,7","466,6","470,3","474,1","470,3","466,6","485,3","489,0","477,8","474,1","470,3","462,9","459,1","470,3","462,9","459,1","459,1","459,1","470,3","462,9","462,9","462,9","462,9","462,9","462,9","466,6","470,3","466,6","459,1","466,6","462,9","459,1","459,1","459,1","459,1","462,9","459,1","462,9","462,9","470,3","485,3","496,5","552,5","552,5","574,9","567,4","563,7","548,7","552,5","563,7"
4107,Sokolov,41,73132,24. 9. 2025,17. 9. 2025,"596,2","596,2","588,0","8,2",98,100,100,95,94,93,91,90,90,90,90,89,89,88,87,88,88,89,89,88,88,88,88,88,87,87,87,86,86,87,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,88,89,"648,1","657,7","660,4","624,9","619,4","614,0","600,3","596,2","593,4","592,1","592,1","590,7","588,0","582,5","574,3","578,4","583,9","589,3","590,7","583,9","579,8","579,8","578,4","581,1","575,7","572,9","571,6","570,2","570,2","571,6","570,2","571,6","571,6","572,9","572,9","571,6","571,6","571,6","572,9","572,9","572,9","571,6","571,6","574,3","574,3","572,9","572,9","572,9","571,6","574,3","581,1","588,0","586,6","588,0","586,6","586,6","590,7","592,1","596,2"
4201,Bílina,42,19626,24. 9. 2025,17. 9. 2025,"473,9","473,9","463,7","10,2",83,83,84,93,100,96,83,84,83,85,83,80,81,81,80,81,81,81,80,80,80,79,79,79,79,79,79,79,79,79,80,81,79,79,79,80,79,79,80,80,80,80,80,80,80,80,79,79,79,79,79,84,"458,6","458,6","463,7","509,5","550,3","529,9","458,6","463,7","458,6","468,8","458,6","438,2","443,3","443,3","438,2","443,3","443,3","443,3","438,2","438,2","438,2","433,1","433,1","433,1","433,1","433,1","433,1","433,1","433,1","433,1","438,2","443,3","433,1","433,1","433,1","438,2","433,1","433,1","438,2","438,2","438,2","438,2","438,2","438,2","438,2","438,2","433,1","433,1","433,1","433,1","433,1","463,7","479,0","479,0","479,0","479,0","479,0","473,9","473,9"
4202,Děčín,42,75342,24. 9. 2025,17. 9. 2025,"508,3","508,3","501,7","6,6",95,96,100,95,95,89,84,84,84,83,83,83,83,82,82,82,82,82,81,81,81,80,80,80,80,80,80,80,81,81,81,80,80,80,80,80,80,80,80,80,80,80,80,80,81,81,80,80,80,82,84,86,"556,1","564,1","585,3","554,8","557,5","522,9","493,7","491,1","491,1","488,4","488,4","488,4","484,5","480,5","480,5","479,1","477,8","479,1","476,5","476,5","473,8","469,9","471,2","468,5","468,5","469,9","469,9","471,2","472,5","473,8","472,5","469,9","469,9","471,2","469,9","468,5","468,5","468,5","469,9","469,9","468,5","468,5","469,9","469,9","475,2","475,2","471,2","471,2","471,2","481,8","492,4","501,7","504,4","513,7","511,0","507,0","501,7","500,4","508,3"
4203,Chomutov,42,80665,24. 9. 2025,17. 9. 2025,"518,2","518,2","498,4","19,8",92,97,100,97,91,86,78,77,77,77,75,74,74,72,71,71,71,72,73,72,71,69,71,71,71,71,71,71,70,70,70,70,70,70,69,69,70,71,70,69,69,70,70,70,70,71,72,71,72,73,75,80,"570,3","601,3","622,3","606,2","567,8","533,1","488,4","477,3","479,8","481,0","466,1","461,2","457,4","447,5","440,1","442,6","443,8","447,5","452,5","448,8","438,9","431,4","438,9","442,6","438,9","440,1","438,9","438,9","435,1","433,9","433,9","435,1","433,9","432,7","431,4","431,4","433,9","438,9","433,9","431,4","431,4","433,9","433,9","437,6","433,9","443,8","447,5","443,8","445,1","455,0","463,6","498,4","498,4","500,8","495,9","492,2","503,3","507,0","518,2"
4204,Kadaň,42,43370,24. 9. 2025,17. 9. 2025,"534,9","534,9","509,6","25,4",98,100,100,99,99,92,90,88,87,85,87,89,88,85,84,86,86,85,84,83,83,82,82,82,83,82,82,83,85,83,81,82,82,82,82,82,83,83,82,82,82,82,83,82,82,83,83,83,84,87,86,88,"567,2","578,7","581,0","576,4","574,1","537,2","521,1","514,2","507,3","495,7","502,7","516,5","509,6","495,7","488,8","500,3","500,3","495,7","488,8","481,9","479,6","477,3","475,0","475,0","479,6","477,3","475,0","479,6","491,1","481,9","468,1","477,3","475,0","475,0","475,0","475,0","479,6","481,9","477,3","477,3","475,0","477,3","479,6","475,0","475,0","479,6","481,9","479,6","486,5","502,7","498,0","509,6","511,9","511,9","511,9","514,2","516,5","528,0","534,9"
4205,Litoměřice,42,58580,24. 9. 2025,17. 9. 2025,"512,1","512,1","507,0","5,1",99,100,99,100,97,94,90,87,86,87,86,87,88,85,85,86,86,86,86,86,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,86,85,85,85,85,85,85,85,86,86,87,87,86,86,87,92,95,"525,8","530,9","525,8","530,9","515,5","496,8","476,3","464,3","459,2","460,9","454,1","460,9","466,0","450,7","449,0","459,2","459,2","454,1","454,1","455,8","452,4","452,4","450,7","450,7","449,0","452,4","450,7","449,0","450,7","450,7","450,7","450,7","452,4","450,7","452,4","454,1","452,4","452,4","450,7","449,0","450,7","450,7","450,7","454,1","454,1","460,9","460,9","459,2","457,5","464,3","486,5","507,0","515,5","512,1","505,3","495,0","500,2","501,9","512,1"
4206,Litvínov,42,35946,24. 9. 2025,17. 9. 2025,"498,0","498,0","506,3","-8,3",98,98,99,100,98,96,93,91,92,93,91,91,91,91,91,92,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,94,94,"525,8","528,6","534,1","536,9","528,6","514,7","500,8","489,6","495,2","498,0","489,6","489,6","489,6","489,6","486,8","495,2","489,6","489,6","486,8","489,6","486,8","486,8","486,8","486,8","489,6","489,6","486,8","486,8","486,8","486,8","486,8","486,8","486,8","486,8","486,8","486,8","486,8","486,8","486,8","486,8","486,8","486,8","486,8","486,8","486,8","486,8","486,8","486,8","486,8","486,8","503,5","506,3","503,5","500,8","495,2","498,0","495,2","495,2","498,0"
4207,Louny,42,43556,24. 9. 2025,17. 9. 2025,"489,0","489,0","482,1","6,9",95,94,97,98,99,96,91,92,92,92,93,93,91,91,91,90,91,90,89,89,90,90,89,90,90,91,90,91,90,90,90,90,90,90,90,91,92,91,91,91,90,90,90,91,90,90,90,90,91,93,95,100,"456,9","454,6","466,1","473,0","475,3","461,5","440,8","443,1","445,4","445,4","447,7","447,7","438,5","438,5","440,8","436,2","440,8","436,2","429,3","429,3","431,6","431,6","429,3","431,6","431,6","440,8","436,2","438,5","436,2","433,9","433,9","433,9","433,9","436,2","433,9","438,5","443,1","438,5","438,5","440,8","436,2","436,2","436,2","438,5","436,2","433,9","433,9","433,9","438,5","447,7","456,9","482,1","479,8","484,4","479,8","479,8","479,8","482,1","489,0"
4208,Lovosice,42,27626,24. 9. 2025,17. 9. 2025,"535,7","535,7","532,1","3,6",91,93,100,97,94,90,88,88,88,85,83,84,82,80,80,79,79,81,80,79,79,80,79,80,81,80,80,80,79,79,79,79,80,80,80,80,79,80,80,79,79,79,79,79,79,80,80,84,82,82,86,95,"506,8","517,6","557,4","539,3","521,2","503,1","488,7","488,7","488,7","474,2","463,3","470,6","456,1","445,2","445,2","441,6","441,6","448,9","445,2","441,6","441,6","445,2","441,6","445,2","448,9","445,2","445,2","445,2","441,6","441,6","441,6","441,6","445,2","445,2","445,2","445,2","441,6","445,2","445,2","441,6","441,6","441,6","441,6","441,6","441,6","445,2","445,2","467,0","456,1","456,1","477,8","532,1","535,7","539,3","532,1","532,1","521,2","528,5","535,7"
4209,Most,42,72170,24. 9. 2025,17. 9. 2025,"551,5","551,5","529,3","22,2",96,98,98,98,100,95,95,93,91,91,91,92,91,90,90,90,90,90,90,89,89,89,89,90,89,89,90,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,90,91,91,90,93,"550,1","557,0","557,0","561,2","570,9","544,5","543,2","530,7","521,0","518,2","521,0","522,4","519,6","515,4","511,3","514,1","512,7","512,7","511,3","507,1","505,8","507,1","508,5","511,3","508,5","509,9","511,3","508,5","507,1","505,8","505,8","507,1","505,8","505,8","505,8","507,1","507,1","505,8","505,8","507,1","507,1","508,5","508,5","508,5","508,5","508,5","509,9","512,7","518,2","516,8","512,7","529,3","536,2","539,0","537,6","536,2","537,6","540,4","551,5"
4210,Podbořany,42,15712,24. 9. 2025,17. 9. 2025,"451,9","451,9","432,8","19,1",94,100,97,100,99,89,86,86,85,89,90,86,86,84,85,85,85,85,87,87,85,85,85,84,85,85,84,84,84,84,84,84,84,84,84,84,84,84,84,84,85,84,84,84,84,84,85,91,85,84,85,86,"471,0","502,8","490,1","502,8","496,4","445,5","432,8","432,8","426,4","445,5","451,9","432,8","432,8","420,1","426,4","426,4","426,4","426,4","439,2","439,2","426,4","426,4","426,4","420,1","426,4","426,4","420,1","420,1","420,1","420,1","420,1","420,1","420,1","420,1","420,1","420,1","420,1","420,1","420,1","420,1","426,4","420,1","420,1","420,1","420,1","420,1","426,4","458,2","426,4","420,1","426,4","432,8","432,8","445,5","445,5","439,2","439,2","445,5","451,9"
4211,Roudnice nad Labem,42,33151,24. 9. 2025,17. 9. 2025,"479,6","479,6","470,6","9,0",94,100,99,94,88,80,79,78,79,78,77,79,75,76,76,75,74,74,74,76,75,74,74,74,74,74,74,74,75,74,74,74,74,74,74,75,74,75,74,74,74,75,76,74,74,74,75,74,74,76,80,85,"521,9","555,0","552,0","521,9","488,7","443,4","437,4","434,4","437,4","431,4","425,3","437,4","416,3","422,3","419,3","416,3","413,3","413,3","413,3","422,3","416,3","410,2","410,2","410,2","410,2","410,2","410,2","413,3","416,3","413,3","410,2","413,3","410,2","410,2","410,2","416,3","413,3","416,3","413,3","410,2","410,2","416,3","419,3","413,3","410,2","413,3","416,3","413,3","410,2","422,3","443,4","470,6","461,5","467,6","464,5","461,5","464,5","470,6","479,6"
4212,Rumburk,42,32429,24. 9. 2025,17. 9. 2025,"527,3","527,3","524,2","3,1",100,98,99,100,97,96,94,92,91,90,91,91,90,89,89,90,91,91,91,90,90,90,91,90,89,90,90,90,90,89,89,89,89,89,89,89,89,89,90,90,89,89,89,89,89,89,89,90,90,90,91,91,"573,6","564,3","570,5","573,6","555,1","548,9","536,6","530,4","524,2","518,1","524,2","521,1","515,0","511,9","511,9","515,0","521,1","521,1","521,1","515,0","515,0","518,1","521,1","515,0","511,9","515,0","515,0","515,0","515,0","511,9","511,9","511,9","511,9","511,9","511,9","511,9","511,9","511,9","515,0","515,0","511,9","511,9","511,9","511,9","511,9","511,9","511,9","518,1","518,1","515,0","521,1","524,2","524,2","527,3","524,2","524,2","530,4","527,3","527,3"
4213,Teplice,42,108055,24. 9. 2025,17. 9. 2025,"442,4","442,4","415,5","26,8",95,97,98,100,98,92,88,86,87,87,85,84,87,86,83,84,84,83,83,83,83,80,80,80,80,80,80,80,80,80,80,80,80,80,81,81,81,80,80,81,80,80,81,81,80,80,81,81,83,82,83,86,"456,2","466,4","473,8","482,2","472,9","445,1","422,9","413,7","419,2","418,3","411,8","404,4","421,1","415,5","400,7","404,4","405,3","400,7","400,7","398,9","398,9","386,8","387,8","387,8","386,8","386,8","385,9","385,9","385,9","387,8","386,8","385,9","385,9","385,9","388,7","390,5","388,7","387,8","386,8","388,7","387,8","387,8","388,7","388,7","387,8","387,8","390,5","392,4","397,9","395,2","399,8","415,5","417,4","420,2","420,2","418,3","425,7","435,0","442,4"
4214,Ústí nad Labem,42,118839,24. 9. 2025,17. 9. 2025,"453,6","453,6","430,0","23,6",94,100,99,99,92,86,80,78,78,77,77,78,76,74,73,74,74,73,74,74,73,73,73,73,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,73,73,73,75,76,75,75,75,78,82,"494,8","525,1","518,3","520,0","481,3","451,0","419,1","409,8","408,1","404,7","406,4","411,5","400,5","388,8","382,0","387,9","386,2","383,7","387,1","386,2","382,9","381,2","385,4","382,9","376,1","377,8","379,5","379,5","378,7","377,8","377,0","377,0","376,1","376,1","377,0","378,7","378,7","378,7","379,5","378,7","380,3","377,8","381,2","381,2","385,4","396,3","398,9","394,7","394,7","395,5","409,0","430,0","435,0","439,2","437,6","436,7","442,6","446,0","453,6"
4215,Varnsdorf,42,19498,24. 9. 2025,17. 9. 2025,"487,2","487,2","482,1","5,1",95,100,96,99,97,95,94,96,96,93,93,93,92,92,94,94,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,93,93,92,92,92,92,92,92,93,95,"482,1","507,7","487,2","502,6","492,4","482,1","477,0","487,2","487,2","471,8","471,8","471,8","466,7","466,7","477,0","477,0","466,7","466,7","466,7","466,7","466,7","466,7","466,7","466,7","466,7","466,7","466,7","466,7","466,7","466,7","466,7","466,7","466,7","466,7","466,7","466,7","466,7","466,7","466,7","466,7","466,7","466,7","471,8","471,8","466,7","466,7","466,7","466,7","466,7","466,7","471,8","482,1","477,0","477,0","477,0","477,0","477,0","482,1","487,2"
4216,Žatec,42,27772,24. 9. 2025,17. 9. 2025,"482,5","482,5","475,3","7,2",96,96,99,100,95,94,94,94,95,94,92,95,94,91,90,90,90,90,90,90,89,90,89,89,89,89,89,89,89,90,90,89,89,89,91,91,89,89,89,89,89,89,89,89,89,89,89,89,89,90,91,94,"489,7","489,7","504,1","507,7","482,5","475,3","478,9","478,9","482,5","478,9","468,1","482,5","475,3","464,5","457,3","457,3","457,3","457,3","457,3","457,3","453,7","457,3","453,7","453,7","453,7","453,7","453,7","453,7","453,7","457,3","457,3","453,7","453,7","453,7","460,9","460,9","453,7","453,7","453,7","453,7","453,7","453,7","453,7","453,7","453,7","453,7","453,7","453,7","453,7","457,3","464,5","475,3","475,3","475,3","475,3","471,7","475,3","478,9","482,5"
5101,Česká Lípa,51,76995,24. 9. 2025,17. 9. 2025,"475,4","475,4","452,0","23,4",100,100,96,95,89,88,87,84,84,84,84,83,85,84,83,83,83,84,84,83,82,81,82,81,82,82,82,82,82,82,82,82,82,82,83,82,82,82,82,82,82,82,82,82,82,82,82,83,84,84,87,88,"514,3","515,6","496,1","489,6","461,1","452,0","448,1","432,5","432,5","433,8","432,5","429,9","436,4","431,2","426,0","428,6","429,9","435,1","432,5","427,3","422,1","419,5","420,8","419,5","420,8","422,1","422,1","423,4","420,8","420,8","422,1","420,8","420,8","423,4","426,0","424,7","422,1","420,8","420,8","422,1","422,1","423,4","423,4","420,8","420,8","422,1","423,4","426,0","432,5","433,8","446,8","452,0","450,7","449,4","448,1","445,5","465,0","470,2","475,4"
5102,Frýdlant,51,24682,24. 9. 2025,17. 9. 2025,"397,1","397,1","364,6","32,4",92,99,100,87,83,88,80,79,78,82,81,80,79,77,79,79,80,79,78,77,78,79,80,81,80,78,79,78,79,78,77,77,77,77,77,78,78,77,78,80,79,79,77,77,77,78,78,77,79,79,78,87,"384,9","413,3","417,3","364,6","348,4","368,7","332,2","328,2","324,1","340,3","336,3","332,2","328,2","320,1","328,2","328,2","332,2","328,2","324,1","320,1","324,1","328,2","332,2","336,3","332,2","324,1","328,2","324,1","328,2","324,1","320,1","320,1","320,1","320,1","320,1","324,1","324,1","320,1","324,1","332,2","328,2","328,2","320,1","320,1","320,1","324,1","324,1","320,1","328,2","328,2","324,1","364,6","388,9","393,0","393,0","384,9","384,9","393,0","397,1"
5103,Jablonec nad Nisou,51,57541,24. 9. 2025,17. 9. 2025,"537,0","537,0","528,3","8,7",92,96,96,100,93,89,85,84,86,86,83,84,85,85,82,82,82,83,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,83,83,82,82,82,84,84,90,"535,3","559,6","563,1","583,9","540,5","519,6","495,3","491,8","500,5","502,3","483,1","488,3","498,8","493,6","481,4","481,4","481,4","483,1","479,7","479,7","479,7","477,9","477,9","477,9","476,2","476,2","477,9","477,9","476,2","476,2","479,7","476,2","476,2","476,2","476,2","476,2","476,2","479,7","477,9","477,9","476,2","477,9","479,7","479,7","483,1","484,9","481,4","477,9","481,4","490,1","491,8","528,3","533,5","535,3","526,6","524,8","528,3","528,3","537,0"
5104,Jilemnice,51,22078,24. 9. 2025,17. 9. 2025,"398,6","398,6","380,5","18,1",88,92,100,98,92,80,87,86,82,80,80,76,78,75,73,74,74,73,74,76,74,73,74,74,75,79,77,76,75,74,73,73,73,73,73,73,74,74,75,75,74,73,73,73,73,73,74,74,73,74,77,81,"412,2","434,8","471,1","462,0","434,8","375,9","407,6","403,1","385,0","375,9","375,9","357,8","366,9","353,3","344,2","348,8","348,8","344,2","348,8","357,8","348,8","344,2","348,8","348,8","353,3","371,4","362,4","357,8","353,3","348,8","344,2","344,2","344,2","344,2","344,2","344,2","348,8","348,8","353,3","353,3","348,8","344,2","344,2","344,2","344,2","344,2","348,8","348,8","344,2","348,8","362,4","380,5","385,0","385,0","385,0","385,0","380,5","380,5","398,6"
5105,Liberec,51,149554,24. 9. 2025,17. 9. 2025,"391,8","391,8","359,1","32,8",91,94,100,92,90,85,81,79,78,77,76,75,76,75,73,75,73,71,71,71,71,70,70,70,70,70,70,70,70,70,69,69,69,69,70,70,70,70,71,70,70,70,70,69,69,70,70,71,73,77,79,81,"403,2","417,2","442,0","407,2","395,8","376,5","357,7","348,4","343,0","341,0","334,3","330,3","335,7","331,7","321,0","329,6","321,0","315,6","314,3","312,9","312,9","311,6","310,3","309,6","307,6","310,3","310,3","308,9","308,2","307,6","306,2","306,2","306,9","306,9","307,6","308,2","308,9","309,6","312,3","311,6","310,3","307,6","307,6","306,9","306,2","308,2","308,9","312,3","323,6","341,0","349,7","359,1","359,1","369,1","365,1","360,4","369,8","379,1","391,8"
5106,Nový Bor,51,26349,24. 9. 2025,17. 9. 2025,"550,3","550,3","516,1","34,2",96,99,92,100,91,88,87,83,81,82,82,81,84,81,80,80,78,79,80,80,80,80,78,78,78,78,79,78,78,80,80,78,78,78,78,78,78,78,78,78,78,78,79,78,78,78,81,82,81,85,85,87,"569,3","592,1","550,3","595,8","542,7","523,7","516,1","493,4","482,0","485,8","485,8","482,0","501,0","482,0","474,4","474,4","463,0","470,6","474,4","478,2","478,2","474,4","463,0","463,0","463,0","466,8","470,6","466,8","466,8","478,2","474,4","466,8","466,8","463,0","463,0","466,8","466,8","463,0","463,0","463,0","463,0","466,8","470,6","463,0","466,8","466,8","482,0","485,8","482,0","504,8","508,6","516,1","512,4","516,1","512,4","504,8","523,7","538,9","550,3"
5107,Semily,51,25605,24. 9. 2025,17. 9. 2025,"359,3","359,3","343,7","15,6",82,100,95,89,89,76,76,72,71,74,76,73,71,70,63,65,66,63,62,62,62,62,62,63,64,62,61,61,61,62,62,61,61,61,61,62,61,61,61,61,62,61,62,62,62,61,62,62,64,65,65,70,"398,4","488,2","464,8","433,5","433,5","371,0","371,0","351,5","347,6","363,2","371,0","355,4","347,6","339,8","308,5","316,3","320,2","308,5","304,6","304,6","304,6","304,6","304,6","308,5","312,4","300,7","296,8","296,8","296,8","300,7","300,7","296,8","296,8","296,8","296,8","300,7","296,8","296,8","296,8","296,8","300,7","296,8","300,7","300,7","300,7","296,8","304,6","300,7","312,4","316,3","316,3","343,7","359,3","363,2","355,4","355,4","359,3","351,5","359,3"
5108,Tanvald,51,20542,24. 9. 2025,17. 9. 2025,"408,9","408,9","384,6","24,3",92,100,92,86,89,85,80,76,75,75,78,78,77,76,74,73,73,73,73,74,75,75,75,74,73,73,73,74,73,73,73,73,73,73,73,73,73,73,73,73,73,73,74,74,74,73,73,73,73,74,76,75,"472,2","516,0","472,2","443,0","457,6","438,1","413,8","394,3","389,4","389,4","404,1","404,1","399,2","394,3","379,7","374,8","374,8","374,8","374,8","379,7","384,6","384,6","384,6","379,7","374,8","374,8","374,8","379,7","374,8","374,8","374,8","374,8","374,8","374,8","374,8","374,8","374,8","374,8","374,8","374,8","374,8","374,8","379,7","379,7","379,7","374,8","374,8","374,8","374,8","379,7","394,3","384,6","399,2","399,2","394,3","394,3","404,1","404,1","408,9"
5109,Turnov,51,33505,24. 9. 2025,17. 9. 2025,"373,1","373,1","346,2","26,9",99,100,98,92,92,85,86,82,83,81,79,83,80,77,75,75,76,76,79,78,76,75,75,74,75,76,75,78,78,77,82,81,80,80,80,81,80,79,79,79,79,81,80,80,80,80,81,81,81,80,83,85,"402,9","405,9","397,0","373,1","373,1","346,2","349,2","334,3","337,3","328,3","322,3","337,3","325,3","313,4","304,4","304,4","307,4","307,4","319,4","316,4","307,4","304,4","304,4","301,4","304,4","307,4","304,4","316,4","316,4","313,4","334,3","328,3","325,3","325,3","325,3","328,3","325,3","322,3","322,3","322,3","322,3","328,3","325,3","325,3","325,3","325,3","328,3","328,3","328,3","325,3","337,3","346,2","358,2","370,1","367,1","364,1","358,2","367,1","373,1"
5110,Železný Brod,51,12326,24. 9. 2025,17. 9. 2025,"616,6","616,6","600,4","16,2",86,100,91,85,77,74,74,71,71,73,75,71,71,70,70,73,69,69,69,69,69,69,69,69,69,70,71,70,69,69,69,69,69,69,69,70,70,69,69,69,69,69,69,69,69,69,69,69,69,70,75,81,"632,8","738,3","673,4","624,7","567,9","543,6","543,6","527,3","527,3","535,5","551,7","527,3","527,3","519,2","519,2","535,5","511,1","511,1","511,1","511,1","511,1","511,1","511,1","511,1","511,1","519,2","527,3","519,2","511,1","511,1","511,1","511,1","511,1","511,1","511,1","519,2","519,2","511,1","511,1","511,1","511,1","511,1","511,1","511,1","511,1","511,1","511,1","511,1","511,1","519,2","551,7","600,4","616,6","608,5","584,1","576,0","567,9","608,5","616,6"
5201,Broumov,52,15665,24. 9. 2025,17. 9. 2025,"689,4","689,4","663,9","25,5",88,94,92,95,100,88,81,82,80,82,79,78,82,82,77,82,82,77,79,78,78,79,77,77,77,77,77,77,77,77,77,77,77,79,78,77,77,77,78,80,78,78,78,78,78,78,78,80,79,82,83,87,"676,7","721,4","702,2","727,7","766,0","676,7","619,2","632,0","612,8","632,0","606,4","593,7","625,6","625,6","587,3","625,6","625,6","587,3","606,4","593,7","600,1","606,4","587,3","587,3","587,3","587,3","587,3","587,3","587,3","587,3","587,3","587,3","587,3","606,4","600,1","587,3","587,3","587,3","600,1","612,8","593,7","593,7","593,7","593,7","593,7","593,7","600,1","612,8","606,4","632,0","638,4","663,9","651,1","651,1","651,1","651,1","657,5","683,1","689,4"
5202,Dobruška,52,20217,24. 9. 2025,17. 9. 2025,"410,5","410,5","380,9","29,7",95,97,100,98,96,89,88,85,85,88,84,85,85,85,82,82,84,82,79,79,79,79,79,79,80,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,80,82,79,79,83,84,82,84,85,83,82,84,"430,3","440,2","455,1","445,2","435,3","405,6","400,7","385,8","385,8","400,7","380,9","385,8","385,8","385,8","371,0","371,0","380,9","371,0","361,1","361,1","361,1","361,1","361,1","361,1","366,0","361,1","361,1","361,1","361,1","361,1","361,1","361,1","361,1","361,1","361,1","361,1","361,1","361,1","361,1","361,1","366,0","371,0","361,1","361,1","375,9","380,9","371,0","380,9","385,8","375,9","371,0","380,9","395,7","400,7","400,7","400,7","405,6","410,5","410,5"
5203,Dvůr Králové nad Labem,52,27118,24. 9. 2025,17. 9. 2025,"527,3","527,3","501,5","25,8",92,100,99,94,86,80,80,81,80,81,82,85,82,75,74,74,73,74,73,72,75,72,70,70,69,68,69,68,68,69,68,68,68,68,68,68,69,70,68,69,70,69,69,69,69,70,70,70,72,73,72,74,"619,5","674,8","667,5","634,3","582,6","538,4","538,4","545,8","538,4","545,8","553,1","571,6","553,1","508,9","501,5","501,5","494,1","497,8","494,1","486,8","505,2","486,8","472,0","475,7","464,6","460,9","464,6","460,9","460,9","464,6","460,9","460,9","460,9","460,9","460,9","460,9","468,3","472,0","460,9","468,3","472,0","468,3","464,6","464,6","468,3","472,0","472,0","472,0","483,1","490,4","486,8","501,5","505,2","508,9","497,8","501,5","516,3","519,9","527,3"
5204,Hořice,52,18536,24. 9. 2025,17. 9. 2025,"490,9","490,9","453,2","37,8",88,97,97,100,95,84,80,78,75,70,70,68,67,67,68,68,68,66,67,66,67,67,66,66,66,66,66,66,66,66,66,66,66,66,66,68,68,68,67,67,67,67,67,67,67,68,68,66,67,70,73,76,"528,7","582,6","582,6","598,8","566,5","501,7","480,1","469,4","447,8","420,8","420,8","404,6","399,2","399,2","404,6","410,0","404,6","393,8","399,2","393,8","399,2","399,2","393,8","393,8","393,8","393,8","393,8","393,8","393,8","393,8","393,8","393,8","393,8","393,8","393,8","404,6","410,0","404,6","399,2","399,2","399,2","399,2","399,2","399,2","399,2","410,0","404,6","393,8","399,2","420,8","437,0","453,2","442,4","442,4","442,4","442,4","485,5","496,3","490,9"
5205,Hradec Králové,52,148986,24. 9. 2025,17. 9. 2025,"434,9","434,9","398,0","36,9",90,97,99,100,92,83,78,76,74,75,74,75,74,74,72,72,72,70,71,71,71,70,69,70,70,70,69,68,68,68,68,68,68,68,69,68,69,69,68,70,70,69,70,69,70,70,70,71,72,75,76,79,"451,0","485,3","496,0","502,7","463,1","415,5","392,0","380,6","374,5","375,9","373,9","377,9","371,2","370,5","362,5","359,8","362,5","354,4","355,1","357,1","357,1","353,1","349,0","349,7","352,4","351,7","345,7","343,7","344,3","344,3","343,7","342,3","343,7","344,3","345,0","343,7","349,0","348,4","344,3","350,4","350,4","349,0","349,7","348,4","351,0","351,0","351,7","355,1","362,5","376,5","382,6","398,0","400,7","403,4","400,0","400,7","413,5","426,9","434,9"
5206,Jaroměř,52,19658,24. 9. 2025,17. 9. 2025,"529,0","529,0","518,9","10,2",95,97,98,100,95,91,96,92,92,91,92,96,92,94,92,92,92,92,92,90,90,92,92,90,90,91,90,90,90,90,90,90,90,90,90,90,90,90,90,90,91,92,91,91,92,94,94,92,92,92,95,96,"513,8","524,0","529,0","539,2","513,8","488,4","518,9","498,5","493,4","488,4","498,5","518,9","498,5","508,7","493,4","498,5","493,4","498,5","498,5","483,3","483,3","493,4","493,4","483,3","483,3","488,4","483,3","483,3","483,3","483,3","483,3","483,3","483,3","483,3","483,3","483,3","483,3","483,3","483,3","483,3","488,4","493,4","488,4","488,4","498,5","508,7","508,7","493,4","493,4","498,5","513,8","518,9","524,0","518,9","513,8","513,8","524,0","529,0","529,0"
